n_year,nombre_estado,cve_ent,genero,pob_start_year,pob_mid_year
2053,Oaxaca,20,Mujeres,2517210,2517994
2053,Oaxaca,20,Total,4797353,4799100
2053,Puebla,21,Hombres,4062962,4067933
2053,Puebla,21,Mujeres,4359574,4364234
2053,Puebla,21,Total,8422536,8432167
2053,Querétaro,22,Hombres,1719667,1723137
2053,Querétaro,22,Mujeres,1804142,1807920
2053,Querétaro,22,Total,3523809,3531057
2053,Quintana Roo,23,Hombres,1400235,1402855
2053,Quintana Roo,23,Mujeres,1422996,1426209
2053,Quintana Roo,23,Total,2823231,2829064
2053,San Luis Potosí,24,Hombres,1596963,1597610
2053,San Luis Potosí,24,Mujeres,1727421,1728145
2053,San Luis Potosí,24,Total,3324384,3325755
2053,Sinaloa,25,Hombres,1657266,1655654
2053,Sinaloa,25,Mujeres,1709269,1707480
2053,Sinaloa,25,Total,3366535,3363134
2053,Sonora,26,Hombres,1805167,1806043
2053,Sonora,26,Mujeres,1729927,1729518
2053,Sonora,26,Total,3535094,3535561
2053,Tabasco,27,Hombres,1136132,1133153
2053,Tabasco,27,Mujeres,1242501,1239696
2053,Tabasco,27,Total,2378633,2372849
2053,Tamaulipas,28,Hombres,2011467,2010422
2053,Tamaulipas,28,Mujeres,2038547,2036555
2053,Tamaulipas,28,Total,4050014,4046977
2053,Tlaxcala,29,Hombres,835970,836997
2053,Tlaxcala,29,Mujeres,902974,904104
2053,Tlaxcala,29,Total,1738944,1741101
2053,Veracruz,30,Hombres,3376114,3362729
2053,Veracruz,30,Mujeres,3786855,3772502
2053,Veracruz,30,Total,7162969,7135231
2053,Yucatán,31,Hombres,1489928,1491879
2053,Yucatán,31,Mujeres,1552722,1554788
2053,Yucatán,31,Total,3042650,3046667
2053,Zacatecas,32,Hombres,930492,930956
2053,Zacatecas,32,Mujeres,981348,981550
2053,Zacatecas,32,Total,1911840,1912506
2054,Aguascalientes,01,Hombres,914754,915709
2054,Aguascalientes,01,Mujeres,958909,959912
2054,Aguascalientes,01,Total,1873663,1875621
2054,Baja California,02,Hombres,2645693,2649882
2054,Baja California,02,Mujeres,2532456,2535657
2054,Baja California,02,Total,5178149,5185539
2054,Baja California Sur,03,Hombres,640550,642103
2054,Baja California Sur,03,Mujeres,622390,624027
2054,Baja California Sur,03,Total,1262940,1266130
2054,Campeche,04,Hombres,454228,453194
2054,Campeche,04,Mujeres,494309,493390
2054,Campeche,04,Total,948537,946584
2054,Chiapas,07,Hombres,3700445,3708279
2054,Chiapas,07,Mujeres,4003873,4013488
2054,Chiapas,07,Total,7704318,7721767
2054,Chihuahua,08,Hombres,2374424,2375798
2054,Chihuahua,08,Mujeres,2317905,2317706
2054,Chihuahua,08,Total,4692329,4693504
2054,Ciudad de México,09,Hombres,3765699,3750661
2054,Ciudad de México,09,Mujeres,4020682,4001729
2054,Ciudad de México,09,Total,7786381,7752390
2054,Coahuila,05,Hombres,2072729,2075491
2054,Coahuila,05,Mujeres,2062044,2064287
2054,Coahuila,05,Total,4134773,4139778
2054,Colima,06,Hombres,397452,397046
2054,Colima,06,Mujeres,405541,405019
2054,Colima,06,Total,802993,802065
2054,Durango,10,Hombres,1026528,1026179
2054,Durango,10,Mujeres,1045780,1045116
2054,Durango,10,Total,2072308,2071295
2054,Estado de México,15,Hombres,8614268,8594923
2054,Estado de México,15,Mujeres,9328608,9308944
2054,Estado de México,15,Total,17942876,17903867
2054,Guanajuato,11,Hombres,3489358,3489259
2054,Guanajuato,11,Mujeres,3808915,3809614
2054,Guanajuato,11,Total,7298273,7298873
2054,Guerrero,12,Hombres,1530975,1525701
2054,Guerrero,12,Mujeres,1692999,1687294
2054,Guerrero,12,Total,3223974,3212995
2054,Hidalgo,13,Hombres,1794084,1794162
2054,Hidalgo,13,Mujeres,2037418,2038171
2054,Hidalgo,13,Total,3831502,3832333
2054,Jalisco,14,Hombres,5014515,5016777
2054,Jalisco,14,Mujeres,5076661,5077185
2054,Jalisco,14,Total,10091176,10093962
2054,Michoacán,16,Hombres,2847821,2851036
2054,Michoacán,16,Mujeres,2963811,2965993
2054,Michoacán,16,Total,5811632,5817029
2054,Morelos,17,Hombres,1020811,1019297
2054,Morelos,17,Mujeres,1091694,1089760
2054,Morelos,17,Total,2112505,2109057
2054,Nacional,00,Hombres,71693570,71681763
2054,Nacional,00,Mujeres,75302835,75280107
2054,Nacional,00,Total,146996405,146961870
2054,Nayarit,18,Hombres,757008,757522
2054,Nayarit,18,Mujeres,794471,795105
2054,Nayarit,18,Total,1551479,1552627
2054,Nuevo León,19,Hombres,4333805,4345634
2054,Nuevo León,19,Mujeres,4278485,4289983
2054,Nuevo León,19,Total,8612290,8635617
2054,Oaxaca,20,Hombres,2282061,2282757
2054,Oaxaca,20,Mujeres,2518783,2519303
2054,Oaxaca,20,Total,4800844,4802060
2054,Puebla,21,Hombres,4072905,4077361
2054,Puebla,21,Mujeres,4368875,4372976
2054,Puebla,21,Total,8441780,8450337
2054,Querétaro,22,Hombres,1726592,1729737
2054,Querétaro,22,Mujeres,1811703,1815153
2054,Querétaro,22,Total,3538295,3544890
2054,Quintana Roo,23,Hombres,1405484,1407846
2054,Quintana Roo,23,Mujeres,1429431,1432368
2054,Quintana Roo,23,Total,2834915,2840214
2054,San Luis Potosí,24,Hombres,1598250,1598684
2054,San Luis Potosí,24,Mujeres,1728860,1729374
2054,San Luis Potosí,24,Total,3327110,3328058
2054,Sinaloa,25,Hombres,1654043,1652209
2054,Sinaloa,25,Mujeres,1705687,1703666
2054,Sinaloa,25,Total,3359730,3355875
2054,Sonora,26,Hombres,1806930,1807518
2054,Sonora,26,Mujeres,1729100,1728459
2054,Sonora,26,Total,3536030,3535977
2054,Tabasco,27,Hombres,1130175,1127080
2054,Tabasco,27,Mujeres,1236889,1233935
2054,Tabasco,27,Total,2367064,2361015
2054,Tamaulipas,28,Hombres,2009383,2007981
2054,Tamaulipas,28,Mujeres,2034576,2032292
2054,Tamaulipas,28,Total,4043959,4040273
2054,Tlaxcala,29,Hombres,838013,838931
2054,Tlaxcala,29,Mujeres,905236,906247
2054,Tlaxcala,29,Total,1743249,1745178
2054,Veracruz,30,Hombres,3349354,3335736
2054,Veracruz,30,Mujeres,3758151,3743454
2054,Veracruz,30,Total,7107505,7079190
2054,Yucatán,31,Hombres,1493818,1495533
2054,Yucatán,31,Mujeres,1556850,1558669
2054,Yucatán,31,Total,3050668,3054202
2054,Zacatecas,32,Hombres,931415,931737
2054,Zacatecas,32,Mujeres,981743,981831
2054,Zacatecas,32,Total,1913158,1913568
2055,Aguascalientes,01,Hombres,916669,917482
2055,Aguascalientes,01,Mujeres,960894,961749
2055,Aguascalientes,01,Total,1877563,1879231
2055,Baja California,02,Hombres,2654076,2657697
2055,Baja California,02,Mujeres,2538873,2541685
2055,Baja California,02,Total,5192949,5199382
2055,Baja California Sur,03,Hombres,643652,645079
2055,Baja California Sur,03,Mujeres,625657,627187
2055,Baja California Sur,03,Total,1269309,1272266
2055,Campeche,04,Hombres,452163,451075
2055,Campeche,04,Mujeres,492486,491504
2055,Campeche,04,Total,944649,942579
2055,Chiapas,07,Hombres,3716109,3723501
2055,Chiapas,07,Mujeres,4023096,4032275
2055,Chiapas,07,Total,7739205,7755776
2055,Chihuahua,08,Hombres,2377171,2377979
2055,Chihuahua,08,Mujeres,2317512,2316972
2055,Chihuahua,08,Total,4694683,4694951
2055,Ciudad de México,09,Hombres,3735641,3720105
2055,Ciudad de México,09,Mujeres,3982792,3963564
2055,Ciudad de México,09,Total,7718433,7683669
2055,Coahuila,05,Hombres,2078257,2080683
2055,Coahuila,05,Mujeres,2066538,2068498
2055,Coahuila,05,Total,4144795,4149181
2055,Colima,06,Hombres,396633,396166
2055,Colima,06,Mujeres,404476,403894
2055,Colima,06,Total,801109,800060
2055,Durango,10,Hombres,1025826,1025301
2055,Durango,10,Mujeres,1044450,1043654
2055,Durango,10,Total,2070276,2068955
2055,Estado de México,15,Hombres,8575582,8555099
2055,Estado de México,15,Mujeres,9289282,9268295
2055,Estado de México,15,Total,17864864,17823394
2055,Guanajuato,11,Hombres,3489160,3488531
2055,Guanajuato,11,Mujeres,3810309,3810494
2055,Guanajuato,11,Total,7299469,7299025
2055,Guerrero,12,Hombres,1520423,1514990
2055,Guerrero,12,Mujeres,1681586,1675739
2055,Guerrero,12,Total,3202009,3190729
2055,Hidalgo,13,Hombres,1794241,1794006
2055,Hidalgo,13,Mujeres,2038925,2039358
2055,Hidalgo,13,Total,3833166,3833364
2055,Jalisco,14,Hombres,5019030,5020496
2055,Jalisco,14,Mujeres,5077701,5077575
2055,Jalisco,14,Total,10096731,10098071
2055,Michoacán,16,Hombres,2854245,2857009
2055,Michoacán,16,Mujeres,2968170,2970042
2055,Michoacán,16,Total,5822415,5827051
2055,Morelos,17,Hombres,1017786,1016131
2055,Morelos,17,Mujeres,1087832,1085761
2055,Morelos,17,Total,2105618,2101892
2055,Nacional,00,Hombres,71669958,71647216
2055,Nacional,00,Mujeres,75257378,75224992
2055,Nacional,00,Total,146927336,146872208
2055,Nayarit,18,Hombres,758027,758401
2055,Nayarit,18,Mujeres,795748,796285
2055,Nayarit,18,Total,1553775,1554686
2055,Nuevo León,19,Hombres,4357452,4368572
2055,Nuevo León,19,Mujeres,4301476,4312387
2055,Nuevo León,19,Total,8658928,8680959
2055,Oaxaca,20,Hombres,2283450,2283840
2055,Oaxaca,20,Mujeres,2519824,2520083
2055,Oaxaca,20,Total,4803274,4803923
2055,Puebla,21,Hombres,4081814,4085712
2055,Puebla,21,Mujeres,4377078,4380629
2055,Puebla,21,Total,8458892,8466341
2055,Querétaro,22,Hombres,1732882,1735678
2055,Querétaro,22,Mujeres,1818598,1821707
2055,Querétaro,22,Total,3551480,3557385
2055,Quintana Roo,23,Hombres,1410210,1412310
2055,Quintana Roo,23,Mujeres,1435312,1437970
2055,Quintana Roo,23,Total,2845522,2850280
2055,San Luis Potosí,24,Hombres,1599130,1599327
2055,San Luis Potosí,24,Mujeres,1729895,1730211
2055,San Luis Potosí,24,Total,3329025,3329538
2055,Sinaloa,25,Hombres,1650376,1648292
2055,Sinaloa,25,Mujeres,1701648,1699412
2055,Sinaloa,25,Total,3352024,3347704
2055,Sonora,26,Hombres,1808101,1808351
2055,Sonora,26,Mujeres,1727817,1726951
2055,Sonora,26,Total,3535918,3535302
2055,Tabasco,27,Hombres,1123995,1120803
2055,Tabasco,27,Mujeres,1230976,1227875
2055,Tabasco,27,Total,2354971,2348678
2055,Tamaulipas,28,Hombres,2006582,2004760
2055,Tamaulipas,28,Mujeres,2030010,2027416
2055,Tamaulipas,28,Total,4036592,4032176
2055,Tlaxcala,29,Hombres,839844,840658
2055,Tlaxcala,29,Mujeres,907249,908130
2055,Tlaxcala,29,Total,1747093,1748788
2055,Veracruz,30,Hombres,3322125,3308247
2055,Veracruz,30,Mujeres,3728751,3713718
2055,Veracruz,30,Total,7050876,7021965
2055,Yucatán,31,Hombres,1497253,1498732
2055,Yucatán,31,Mujeres,1560489,1562066
2055,Yucatán,31,Total,3057742,3060798
2055,Zacatecas,32,Hombres,932053,932203
2055,Zacatecas,32,Mujeres,981928,981906
2055,Zacatecas,32,Total,1913981,1914109
2056,Aguascalientes,01,Hombres,918292,918948
2056,Aguascalientes,01,Mujeres,962598,963311
2056,Aguascalientes,01,Total,1880890,1882259
2056,Baja California,02,Hombres,2661326,2664323
2056,Baja California,02,Mujeres,2544500,2546928
2056,Baja California,02,Total,5205826,5211251
2056,Baja California Sur,03,Hombres,646512,647817
2056,Baja California Sur,03,Mujeres,628701,630115
2056,Baja California Sur,03,Total,1275213,1277932
2056,Campeche,04,Hombres,449993,448858
2056,Campeche,04,Mujeres,490521,489493
2056,Campeche,04,Total,940514,938351
2056,Chiapas,07,Hombres,3730897,3737819
2056,Chiapas,07,Mujeres,4041438,4050157
2056,Chiapas,07,Total,7772335,7787976
2056,Chihuahua,08,Hombres,2378791,2378979
2056,Chihuahua,08,Mujeres,2316433,2315561
2056,Chihuahua,08,Total,4695224,4694540
2056,Ciudad de México,09,Hombres,3704576,3688503
2056,Ciudad de México,09,Mujeres,3944348,3924874
2056,Ciudad de México,09,Total,7648924,7613377
2056,Coahuila,05,Hombres,2083115,2085206
2056,Coahuila,05,Mujeres,2070465,2072166
2056,Coahuila,05,Total,4153580,4157372
2056,Colima,06,Hombres,395687,395163
2056,Colima,06,Mujeres,403312,402673
2056,Colima,06,Total,798999,797836
2056,Durango,10,Hombres,1024780,1024068
2056,Durango,10,Mujeres,1042856,1041941
2056,Durango,10,Total,2067636,2066009
2056,Estado de México,15,Hombres,8534651,8513085
2056,Estado de México,15,Mujeres,9247300,9225008
2056,Estado de México,15,Total,17781951,17738093
2056,Guanajuato,11,Hombres,3487898,3486720
2056,Guanajuato,11,Mujeres,3810699,3810393
2056,Guanajuato,11,Total,7298597,7297113
2056,Guerrero,12,Hombres,1509547,1503952
2056,Guerrero,12,Mujeres,1669879,1663890
2056,Guerrero,12,Total,3179426,3167842
2056,Hidalgo,13,Hombres,1793767,1793222
2056,Hidalgo,13,Mujeres,2039777,2039880
2056,Hidalgo,13,Total,3833544,3833102
2056,Jalisco,14,Hombres,5021969,5022618
2056,Jalisco,14,Mujeres,5077456,5076702
2056,Jalisco,14,Total,10099425,10099320
2056,Michoacán,16,Hombres,2859759,2862033
2056,Michoacán,16,Mujeres,2971914,2973469
2056,Michoacán,16,Total,5831673,5835502
2056,Morelos,17,Hombres,1014468,1012664
2056,Morelos,17,Mujeres,1083683,1081462
2056,Morelos,17,Total,2098151,2094126
2056,Nacional,00,Hombres,71624482,71590417
2056,Nacional,00,Mujeres,75192606,75150720
2056,Nacional,00,Total,146817088,146741137
2056,Nayarit,18,Hombres,758769,759011
2056,Nayarit,18,Mujeres,796827,797256
2056,Nayarit,18,Total,1555596,1556267
2056,Nuevo León,19,Hombres,4379698,4390122
2056,Nuevo León,19,Mujeres,4323303,4333617
2056,Nuevo León,19,Total,8703001,8723739
2056,Oaxaca,20,Hombres,2284224,2284284
2056,Oaxaca,20,Mujeres,2520342,2520341
2056,Oaxaca,20,Total,4804566,4804625
2056,Puebla,21,Hombres,4089609,4092934
2056,Puebla,21,Mujeres,4384182,4387182
2056,Puebla,21,Total,8473791,8480116
2056,Querétaro,22,Hombres,1738480,1740936
2056,Querétaro,22,Mujeres,1824808,1827578
2056,Querétaro,22,Total,3563288,3568514
2056,Quintana Roo,23,Hombres,1414402,1416230
2056,Quintana Roo,23,Mujeres,1440636,1443024
2056,Quintana Roo,23,Total,2855038,2859254
2056,San Luis Potosí,24,Hombres,1599538,1599490
2056,San Luis Potosí,24,Mujeres,1730525,1730647
2056,San Luis Potosí,24,Total,3330063,3330137
2056,Sinaloa,25,Hombres,1646204,1643855
2056,Sinaloa,25,Mujeres,1697174,1694717
2056,Sinaloa,25,Total,3343378,3338572
2056,Sonora,26,Hombres,1808595,1808479
2056,Sonora,26,Mujeres,1726082,1724999
2056,Sonora,26,Total,3534677,3533478
2056,Tabasco,27,Hombres,1117617,1114324
2056,Tabasco,27,Mujeres,1224776,1221530
2056,Tabasco,27,Total,2342393,2335854
2056,Tamaulipas,28,Hombres,2002934,2000665
2056,Tamaulipas,28,Mujeres,2024840,2021969
2056,Tamaulipas,28,Total,4027774,4022634
2056,Tlaxcala,29,Hombres,841467,842162
2056,Tlaxcala,29,Mujeres,909013,909758
2056,Tlaxcala,29,Total,1750480,1751920
2056,Veracruz,30,Hombres,3294364,3280223
2056,Veracruz,30,Mujeres,3698692,3683341
2056,Veracruz,30,Total,6993056,6963564
2056,Yucatán,31,Hombres,1500215,1501443
2056,Yucatán,31,Mujeres,1563655,1564989
2056,Yucatán,31,Total,3063870,3066432
2056,Zacatecas,32,Hombres,932338,932281
2056,Zacatecas,32,Mujeres,981871,981749
2056,Zacatecas,32,Total,1914209,1914030
2057,Aguascalientes,01,Hombres,919606,920121
2057,Aguascalientes,01,Mujeres,964024,964613
2057,Aguascalientes,01,Total,1883630,1884734
2057,Baja California,02,Hombres,2667333,2669739
2057,Baja California,02,Mujeres,2549347,2551386
2057,Baja California,02,Total,5216680,5221125
2057,Baja California Sur,03,Hombres,649121,650306
2057,Baja California Sur,03,Mujeres,631524,632829
2057,Baja California Sur,03,Total,1280645,1283135
2057,Campeche,04,Hombres,447724,446532
2057,Campeche,04,Mujeres,488449,487347
2057,Campeche,04,Total,936173,933879
2057,Chiapas,07,Hombres,3744765,3751239
2057,Chiapas,07,Mujeres,4058870,4067132
2057,Chiapas,07,Total,7803635,7818371
2057,Chihuahua,08,Hombres,2379182,2378787
2057,Chihuahua,08,Mujeres,2314690,2313484
2057,Chihuahua,08,Total,4693872,4692271
2057,Ciudad de México,09,Hombres,3672423,3655814
2057,Ciudad de México,09,Mujeres,3905406,3885685
2057,Ciudad de México,09,Total,7577829,7541499
2057,Coahuila,05,Hombres,2087293,2089045
2057,Coahuila,05,Mujeres,2073867,2075294
2057,Coahuila,05,Total,4161160,4164339
2057,Colima,06,Hombres,394637,394036
2057,Colima,06,Mujeres,402042,401340
2057,Colima,06,Total,796679,795376
2057,Durango,10,Hombres,1023368,1022489
2057,Durango,10,Mujeres,1041017,1039984
2057,Durango,10,Total,2064385,2062473
2057,Estado de México,15,Hombres,8491503,8468866
2057,Estado de México,15,Mujeres,9202732,9179202
2057,Estado de México,15,Total,17694235,17648068
2057,Guanajuato,11,Hombres,3485535,3483823
2057,Guanajuato,11,Mujeres,3810081,3809285
2057,Guanajuato,11,Total,7295616,7293108
2057,Guerrero,12,Hombres,1498352,1492588
2057,Guerrero,12,Mujeres,1657901,1651780
2057,Guerrero,12,Total,3156253,3144368
2057,Hidalgo,13,Hombres,1792677,1791826
2057,Hidalgo,13,Mujeres,2039969,2039765
2057,Hidalgo,13,Total,3832646,3831591
2057,Jalisco,14,Hombres,5023230,5023041
2057,Jalisco,14,Mujeres,5075963,5074588
2057,Jalisco,14,Total,10099193,10097629
2057,Michoacán,16,Hombres,2864295,2866080
2057,Michoacán,16,Mujeres,2975018,2976261
2057,Michoacán,16,Total,5839313,5842341
2057,Morelos,17,Hombres,1010857,1008904
2057,Morelos,17,Mujeres,1079248,1076902
2057,Morelos,17,Total,2090105,2085806
2057,Nacional,00,Hombres,71556350,71511245
2057,Nacional,00,Mujeres,75108833,75057671
2057,Nacional,00,Total,146665183,146568916
2057,Nayarit,18,Hombres,759253,759348
2057,Nayarit,18,Mujeres,797682,798013
2057,Nayarit,18,Total,1556935,1557361
2057,Nuevo León,19,Hombres,4400538,4410260
2057,Nuevo León,19,Mujeres,4343944,4353679
2057,Nuevo León,19,Total,8744482,8763939
2057,Oaxaca,20,Hombres,2284345,2284082
2057,Oaxaca,20,Mujeres,2520338,2520078
2057,Oaxaca,20,Total,4804683,4804160
2057,Puebla,21,Hombres,4096246,4099001
2057,Puebla,21,Mujeres,4390201,4392652
2057,Puebla,21,Total,8486447,8491653
2057,Querétaro,22,Hombres,1743391,1745519
2057,Querétaro,22,Mujeres,1830335,1832773
2057,Querétaro,22,Total,3573726,3578292
2057,Quintana Roo,23,Hombres,1418065,1419639
2057,Quintana Roo,23,Mujeres,1445411,1447526
2057,Quintana Roo,23,Total,2863476,2867165
2057,San Luis Potosí,24,Hombres,1599451,1599164
2057,San Luis Potosí,24,Mujeres,1730767,1730684
2057,San Luis Potosí,24,Total,3330218,3329848
2057,Sinaloa,25,Hombres,1641510,1638918
2057,Sinaloa,25,Mujeres,1692257,1689584
2057,Sinaloa,25,Total,3333767,3328502
2057,Sonora,26,Hombres,1808370,1807917
2057,Sonora,26,Mujeres,1723917,1722624
2057,Sonora,26,Total,3532287,3530541
2057,Tabasco,27,Hombres,1111037,1107637
2057,Tabasco,27,Mujeres,1218285,1214909
2057,Tabasco,27,Total,2329322,2322546
2057,Tamaulipas,28,Hombres,1998389,1995696
2057,Tamaulipas,28,Mujeres,2019092,2015950
2057,Tamaulipas,28,Total,4017481,4011646
2057,Tlaxcala,29,Hombres,842856,843438
2057,Tlaxcala,29,Mujeres,910521,911158
2057,Tlaxcala,29,Total,1753377,1754596
2057,Veracruz,30,Hombres,3266080,3251695
2057,Veracruz,30,Mujeres,3667992,3652356
2057,Veracruz,30,Total,6934072,6904051
2057,Yucatán,31,Hombres,1502681,1503687
2057,Yucatán,31,Mujeres,1566329,1567428
2057,Yucatán,31,Total,3069010,3071115
2057,Zacatecas,32,Hombres,932237,932008
2057,Zacatecas,32,Mujeres,981614,981380
2057,Zacatecas,32,Total,1913851,1913388
2058,Aguascalientes,01,Hombres,920639,921009
2058,Aguascalientes,01,Mujeres,965202,965644
2058,Aguascalientes,01,Total,1885841,1886653
2058,Baja California,02,Hombres,2672152,2674008
2058,Baja California,02,Mujeres,2553426,2555084
2058,Baja California,02,Total,5225578,5229092
2058,Baja California Sur,03,Hombres,651496,652561
2058,Baja California Sur,03,Mujeres,634131,635323
2058,Baja California Sur,03,Total,1285627,1287884
2058,Campeche,04,Hombres,445353,444130
2058,Campeche,04,Mujeres,486246,485082
2058,Campeche,04,Total,931599,929212
2058,Chiapas,07,Hombres,3757704,3763758
2058,Chiapas,07,Mujeres,4075393,4083223
2058,Chiapas,07,Total,7833097,7846981
2058,Chihuahua,08,Hombres,2378391,2377465
2058,Chihuahua,08,Mujeres,2312283,2310759
2058,Chihuahua,08,Total,4690674,4688224
2058,Ciudad de México,09,Hombres,3639218,3622164
2058,Ciudad de México,09,Mujeres,3865946,3846006
2058,Ciudad de México,09,Total,7505164,7468170
2058,Coahuila,05,Hombres,2090793,2092228
2058,Coahuila,05,Mujeres,2076715,2077890
2058,Coahuila,05,Total,4167508,4170118
2058,Colima,06,Hombres,393445,392803
2058,Colima,06,Mujeres,400657,399926
2058,Colima,06,Total,794102,792729
2058,Durango,10,Hombres,1021601,1020566
2058,Durango,10,Mujeres,1038945,1037795
2058,Durango,10,Total,2060546,2058361
2058,Estado de México,15,Hombres,8446234,8422565
2058,Estado de México,15,Mujeres,9155668,9130919
2058,Estado de México,15,Total,17601902,17553484
2058,Guanajuato,11,Hombres,3482110,3479892
2058,Guanajuato,11,Mujeres,3808486,3807206
2058,Guanajuato,11,Total,7290596,7287098
2058,Guerrero,12,Hombres,1486825,1480930
2058,Guerrero,12,Mujeres,1645660,1639418
2058,Guerrero,12,Total,3132485,3120348
2058,Hidalgo,13,Hombres,1790977,1789833
2058,Hidalgo,13,Mujeres,2039549,2039015
2058,Hidalgo,13,Total,3830526,3828848
2058,Jalisco,14,Hombres,5022865,5021910
2058,Jalisco,14,Mujeres,5073232,5071249
2058,Jalisco,14,Total,10096097,10093159
2058,Michoacán,16,Hombres,2867875,2869219
2058,Michoacán,16,Mujeres,2977508,2978459
2058,Michoacán,16,Total,5845383,5847678
2058,Morelos,17,Hombres,1006949,1004859
2058,Morelos,17,Mujeres,1074545,1072060
2058,Morelos,17,Total,2081494,2076919
2058,Nacional,00,Hombres,71466142,71410740
2058,Nacional,00,Mujeres,75006504,74946233
2058,Nacional,00,Total,146472646,146356973
2058,Nayarit,18,Hombres,759458,759428
2058,Nayarit,18,Mujeres,798338,798558
2058,Nayarit,18,Total,1557796,1557986
2058,Nuevo León,19,Hombres,4419974,4429016
2058,Nuevo León,19,Mujeres,4363427,4372577
2058,Nuevo León,19,Total,8783401,8801593
2058,Oaxaca,20,Hombres,2283810,2283262
2058,Oaxaca,20,Mujeres,2519819,2519310
2058,Oaxaca,20,Total,4803629,4802572
2058,Puebla,21,Hombres,4101749,4103947
2058,Puebla,21,Mujeres,4395124,4397025
2058,Puebla,21,Total,8496873,8500972
2058,Querétaro,22,Hombres,1747636,1749416
2058,Querétaro,22,Mujeres,1835208,1837304
2058,Querétaro,22,Total,3582844,3586720
2058,Quintana Roo,23,Hombres,1421212,1422528
2058,Quintana Roo,23,Mujeres,1449646,1451489
2058,Quintana Roo,23,Total,2870858,2874017
2058,San Luis Potosí,24,Hombres,1598872,1598361
2058,San Luis Potosí,24,Mujeres,1730610,1730340
2058,San Luis Potosí,24,Total,3329482,3328701
2058,Sinaloa,25,Hombres,1636321,1633488
2058,Sinaloa,25,Mujeres,1686911,1684041
2058,Sinaloa,25,Total,3323232,3317529
2058,Sonora,26,Hombres,1807463,1806687
2058,Sonora,26,Mujeres,1721326,1719834
2058,Sonora,26,Total,3528789,3526521
2058,Tabasco,27,Hombres,1104243,1100765
2058,Tabasco,27,Mujeres,1211532,1208020
2058,Tabasco,27,Total,2315775,2308785
2058,Tamaulipas,28,Hombres,1992988,1989908
2058,Tamaulipas,28,Mujeres,2012804,2009387
2058,Tamaulipas,28,Total,4005792,3999295
2058,Tlaxcala,29,Hombres,844024,844497
2058,Tlaxcala,29,Mujeres,911785,912302
2058,Tlaxcala,29,Total,1755809,1756799
2058,Veracruz,30,Hombres,3237306,3222695
2058,Veracruz,30,Mujeres,3636711,3620800
2058,Veracruz,30,Total,6874017,6843495
2058,Yucatán,31,Hombres,1504685,1505462
2058,Yucatán,31,Mujeres,1568524,1569390
2058,Yucatán,31,Total,3073209,3074852
2058,Zacatecas,32,Hombres,931774,931380
2058,Zacatecas,32,Mujeres,981147,980798
2058,Zacatecas,32,Total,1912921,1912178
2059,Aguascalientes,01,Hombres,921378,921616
2059,Aguascalientes,01,Mujeres,966101,966421
2059,Aguascalientes,01,Total,1887479,1888037
2059,Baja California,02,Hombres,2675860,2677230
2059,Baja California,02,Mujeres,2556741,2558013
2059,Baja California,02,Total,5232601,5235243
2059,Baja California Sur,03,Hombres,653628,654578
2059,Baja California Sur,03,Mujeres,636512,637594
2059,Baja California Sur,03,Total,1290140,1292172
2059,Campeche,04,Hombres,442907,441641
2059,Campeche,04,Mujeres,483926,482712
2059,Campeche,04,Total,926833,924353
2059,Chiapas,07,Hombres,3769802,3775443
2059,Chiapas,07,Mujeres,4091037,4098424
2059,Chiapas,07,Total,7860839,7873867
2059,Chihuahua,08,Hombres,2376533,2375150
2059,Chihuahua,08,Mujeres,2309227,2307389
2059,Chihuahua,08,Total,4685760,4682539
2059,Ciudad de México,09,Hombres,3605132,3587757
2059,Ciudad de México,09,Mujeres,3826078,3805922
2059,Ciudad de México,09,Total,7431210,7393679
2059,Coahuila,05,Hombres,2093653,2094789
2059,Coahuila,05,Mujeres,2079059,2079971
2059,Coahuila,05,Total,4172712,4174760
2059,Colima,06,Hombres,392158,391458
2059,Colima,06,Mujeres,399191,398404
2059,Colima,06,Total,791349,789862
2059,Durango,10,Hombres,1019527,1018348
2059,Durango,10,Mujeres,1036646,1035378
2059,Durango,10,Total,2056173,2053726
2059,Estado de México,15,Hombres,8398943,8374334
2059,Estado de México,15,Mujeres,9106184,9080268
2059,Estado de México,15,Total,17505127,17454602
2059,Guanajuato,11,Hombres,3477674,3475010
2059,Guanajuato,11,Mujeres,3805918,3804160
2059,Guanajuato,11,Total,7283592,7279170
2059,Guerrero,12,Hombres,1475023,1469000
2059,Guerrero,12,Mujeres,1633173,1626806
2059,Guerrero,12,Total,3108196,3095806
2059,Hidalgo,13,Hombres,1788683,1787275
2059,Hidalgo,13,Mujeres,2038482,2037630
2059,Hidalgo,13,Total,3827165,3824905
2059,Jalisco,14,Hombres,5020975,5019332
2059,Jalisco,14,Mujeres,5069288,5066724
2059,Jalisco,14,Total,10090263,10086056
2059,Michoacán,16,Hombres,2870563,2871543
2059,Michoacán,16,Mujeres,2979394,2980033
2059,Michoacán,16,Total,5849957,5851576
2059,Morelos,17,Hombres,1002765,1000550
2059,Morelos,17,Mujeres,1069574,1066955
2059,Morelos,17,Total,2072339,2067505
2059,Nacional,00,Hombres,71355337,71290674
2059,Nacional,00,Mujeres,74885963,74816735
2059,Nacional,00,Total,146241300,146107409
2059,Nayarit,18,Hombres,759408,759280
2059,Nayarit,18,Mujeres,798777,798898
